"Author";"Class";"Name";"ShortName";"Value"
"AMORIM MM";"Zika";"Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCat - Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"0"
"AMORIM MM";"Zika";"Frequency of MeSH Category - Clinical manifestations";"MeSHCat - Frequency of MeSH Category - Clinical manifestations";"0"
"AMORIM MM";"Zika";"Citations from papers in MeSH Category - Vector & Transmission";"MeSHCatCites - Vector & Transmission";"0"
"AMORIM MM";"Zika";"Citations from papers in MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCatCites - Epidemiology, Outbreaks & Surveillance";"0"
"AMORIM MM";"Zika";"Citations from papers in MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCatCites - Microcephaly, Fetal infections & Pregnancy Complications";"407"
"AMORIM MM";"Zika";"Citations from papers in MeSH Category - Virus Characterization";"MeSHCatCites - Virus Characterization";"185"
"AMORIM MM";"Zika";"Citations from papers in MeSH Category - Related Diseases";"MeSHCatCites - Related Diseases";"0"
"AMORIM MM";"Zika";"Citations from papers in MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCatCites - Treatments, Vaccines & Diagnostic Tests";"0"
"AMORIM MM";"Zika";"Citations from papers in MeSH Category - Clinical manifestations";"MeSHCatCites - Clinical manifestations";"0"
"AMORIM MM";"Zika";"Total Citations";"Citations";"407"
"AMORIM MM";"Zika";"Citations per Paper";"CitationRate";"58.14"
"AMORIM MM";"Zika";"Number of Authors per Paper";"AvgAuthorNumber";"15.29"
"AMORIM MM";"Zika";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"6.28571428571429"
"AMORIM MM";"Zika";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"1.14285714285714"
"AMORIM MM";"Zika";"Total Papers";"Papers";"7"
"AMORIM MM";"Zika";"Papers with International Affiliations";"PapersINTL";"4"
"AMORIM MM";"Zika";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.57"
"AMORIM MM";"Zika";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"AMORIM MM";"Zika";"Percentage of Zika-related papers";"PercZika";"1"
"AMORIM MM";"Zika";"Number of highly-cited Zika papers";"HighlyCited";"3"
"AMORIM MM";"All";"Author affiliations";"Affiliation";"IMIP;IPESQ;UFCG;UNICAMP;-"
"AMORIM MM";"All";"Authos afilliation states";"State";"-;PE;PB;SP"
"AMORIM MM";"All";"Author affiliation regions";"Region";"SE;NE"
"AMORIM MM";"All";"CognitiveCareerNetworkCoupling";"CareerNetCoupling";"Coupled to Zika through non-Zika"
"AMORIM MM";"All";"CognitiveCareerNetworkPivot";"CareerNetPivot";"Soft pivot"
"DINIZ SG";"Pre-Outbreak";"Most Common Journal Area";"TopField";"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
"DINIZ SG";"Pre-Outbreak";"Total Citations";"Citations";"676"
"DINIZ SG";"Pre-Outbreak";"Citations per Paper";"CitationRate";"25.04"
"DINIZ SG";"Pre-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"4.89"
"DINIZ SG";"Pre-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"2.94117647058824"
"DINIZ SG";"Pre-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0.588235294117647"
"DINIZ SG";"Pre-Outbreak";"Total Papers";"Papers";"17"
"DINIZ SG";"Pre-Outbreak";"Papers with International Affiliations";"PapersINTL";"4"
"DINIZ SG";"Pre-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.24"
"DINIZ SG";"Pre-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"28"
"DINIZ SG";"Pre-Outbreak";"Percentage of Zika-related papers";"PercZika";"0"
"DINIZ SG";"Pre-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"DINIZ SG";"Post-Outbreak";"Most Common Journal Area";"TopField";"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
"DINIZ SG";"Post-Outbreak";"Total Citations";"Citations";"86"
"DINIZ SG";"Post-Outbreak";"Citations per Paper";"CitationRate";"4.78"
"DINIZ SG";"Post-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"4.94"
"DINIZ SG";"Post-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"2.66666666666667"
"DINIZ SG";"Post-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0.333333333333333"
"DINIZ SG";"Post-Outbreak";"Total Papers";"Papers";"18"
"DINIZ SG";"Post-Outbreak";"Papers with International Affiliations";"PapersINTL";"4"
"DINIZ SG";"Post-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.22"
"DINIZ SG";"Post-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"DINIZ SG";"Post-Outbreak";"Percentage of Zika-related papers";"PercZika";"0.17"
"DINIZ SG";"Post-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"DINIZ SG";"Zika";"Most Common Journal Area";"TopField";"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
"DINIZ SG";"Zika";"Frequency of MeSH Category - Vector & Transmission";"MeSHCat - Frequency of MeSH Category - Vector & Transmission";"1"
"DINIZ SG";"Zika";"Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCat - Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"1"
"DINIZ SG";"Zika";"Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCat - Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"2"
"DINIZ SG";"Zika";"Frequency of MeSH Category - Virus Characterization";"MeSHCat - Frequency of MeSH Category - Virus Characterization";"0"
"DINIZ SG";"Zika";"Frequency of MeSH Category - Related Diseases";"MeSHCat - Frequency of MeSH Category - Related Diseases";"0"
"DINIZ SG";"Zika";"Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCat - Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"0"
"DINIZ SG";"Zika";"Frequency of MeSH Category - Clinical manifestations";"MeSHCat - Frequency of MeSH Category - Clinical manifestations";"0"
"DINIZ SG";"Zika";"Citations from papers in MeSH Category - Vector & Transmission";"MeSHCatCites - Vector & Transmission";"5"
"DINIZ SG";"Zika";"Citations from papers in MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCatCites - Epidemiology, Outbreaks & Surveillance";"19"
"DINIZ SG";"Zika";"Citations from papers in MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCatCites - Microcephaly, Fetal infections & Pregnancy Complications";"7"
"DINIZ SG";"Zika";"Citations from papers in MeSH Category - Virus Characterization";"MeSHCatCites - Virus Characterization";"0"
"DINIZ SG";"Zika";"Citations from papers in MeSH Category - Related Diseases";"MeSHCatCites - Related Diseases";"0"
"DINIZ SG";"Zika";"Citations from papers in MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCatCites - Treatments, Vaccines & Diagnostic Tests";"0"
"DINIZ SG";"Zika";"Citations from papers in MeSH Category - Clinical manifestations";"MeSHCatCites - Clinical manifestations";"0"
"DINIZ SG";"Zika";"Total Citations";"Citations";"26"
"DINIZ SG";"Zika";"Citations per Paper";"CitationRate";"8.67"
"DINIZ SG";"Zika";"Number of Authors per Paper";"AvgAuthorNumber";"1.67"
"DINIZ SG";"Zika";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"1.33333333333333"
"DINIZ SG";"Zika";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0"
"DINIZ SG";"Zika";"Total Papers";"Papers";"3"
"DINIZ SG";"Zika";"Papers with International Affiliations";"PapersINTL";"0"
"DINIZ SG";"Zika";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0"
"DINIZ SG";"Zika";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"DINIZ SG";"Zika";"Percentage of Zika-related papers";"PercZika";"1"
"DINIZ SG";"Zika";"Number of highly-cited Zika papers";"HighlyCited";"0"
"DINIZ SG";"All";"Author affiliations";"Affiliation";"USP;-"
"DINIZ SG";"All";"Authos afilliation states";"State";"SP;-"
"DINIZ SG";"All";"Author affiliation regions";"Region";"SE"
"DINIZ SG";"All";"CognitiveCareerNetworkCoupling";"CareerNetCoupling";"Coupled to both"
"DINIZ SG";"All";"CognitiveCareerNetworkPivot";"CareerNetPivot";"Soft pivot"
"SORGINE MHF";"Pre-Outbreak";"Most Common Journal Area";"TopField";"BIOCHEMISTRY & MOLECULAR BIOLOGY"
"SORGINE MHF";"Pre-Outbreak";"Total Citations";"Citations";"1456"
"SORGINE MHF";"Pre-Outbreak";"Citations per Paper";"CitationRate";"39.35"
"SORGINE MHF";"Pre-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"12.86"
"SORGINE MHF";"Pre-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"5.3"
"SORGINE MHF";"Pre-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0.95"
"SORGINE MHF";"Pre-Outbreak";"Total Papers";"Papers";"20"
"SORGINE MHF";"Pre-Outbreak";"Papers with International Affiliations";"PapersINTL";"9"
"SORGINE MHF";"Pre-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.45"
"SORGINE MHF";"Pre-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"23"
"SORGINE MHF";"Pre-Outbreak";"Percentage of Zika-related papers";"PercZika";"0"
"SORGINE MHF";"Pre-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"SORGINE MHF";"Post-Outbreak";"Most Common Journal Area";"TopField";"SCIENCE & TECHNOLOGY - OTHER TOPICS"
"SORGINE MHF";"Post-Outbreak";"Total Citations";"Citations";"208"
"SORGINE MHF";"Post-Outbreak";"Citations per Paper";"CitationRate";"13.87"
"SORGINE MHF";"Post-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"16.53"
"SORGINE MHF";"Post-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"4.2"
"SORGINE MHF";"Post-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0.6"
"SORGINE MHF";"Post-Outbreak";"Total Papers";"Papers";"15"
"SORGINE MHF";"Post-Outbreak";"Papers with International Affiliations";"PapersINTL";"6"
"SORGINE MHF";"Post-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.4"
"SORGINE MHF";"Post-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"SORGINE MHF";"Post-Outbreak";"Percentage of Zika-related papers";"PercZika";"0.33"
"SORGINE MHF";"Post-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"SORGINE MHF";"Zika";"Most Common Journal Area";"TopField";"PARASITOLOGY"
"SORGINE MHF";"Zika";"Frequency of MeSH Category - Vector & Transmission";"MeSHCat - Frequency of MeSH Category - Vector & Transmission";"4"
"SORGINE MHF";"Zika";"Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCat - Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"0"
"SORGINE MHF";"Zika";"Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCat - Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"0"
"SORGINE MHF";"Zika";"Frequency of MeSH Category - Virus Characterization";"MeSHCat - Frequency of MeSH Category - Virus Characterization";"0"
"SORGINE MHF";"Zika";"Frequency of MeSH Category - Related Diseases";"MeSHCat - Frequency of MeSH Category - Related Diseases";"2"
"SORGINE MHF";"Zika";"Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCat - Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"0"
"SORGINE MHF";"Zika";"Frequency of MeSH Category - Clinical manifestations";"MeSHCat - Frequency of MeSH Category - Clinical manifestations";"0"
"SORGINE MHF";"Zika";"Citations from papers in MeSH Category - Vector & Transmission";"MeSHCatCites - Vector & Transmission";"85"
"SORGINE MHF";"Zika";"Citations from papers in MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCatCites - Epidemiology, Outbreaks & Surveillance";"0"
"SORGINE MHF";"Zika";"Citations from papers in MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCatCites - Microcephaly, Fetal infections & Pregnancy Complications";"0"
"SORGINE MHF";"Zika";"Citations from papers in MeSH Category - Virus Characterization";"MeSHCatCites - Virus Characterization";"0"
"SORGINE MHF";"Zika";"Citations from papers in MeSH Category - Related Diseases";"MeSHCatCites - Related Diseases";"45"
"SORGINE MHF";"Zika";"Citations from papers in MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCatCites - Treatments, Vaccines & Diagnostic Tests";"0"
"SORGINE MHF";"Zika";"Citations from papers in MeSH Category - Clinical manifestations";"MeSHCatCites - Clinical manifestations";"0"
"SORGINE MHF";"Zika";"Total Citations";"Citations";"105"
"SORGINE MHF";"Zika";"Citations per Paper";"CitationRate";"21"
"SORGINE MHF";"Zika";"Number of Authors per Paper";"AvgAuthorNumber";"7.6"
"SORGINE MHF";"Zika";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"3.6"
"SORGINE MHF";"Zika";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0.2"
"SORGINE MHF";"Zika";"Total Papers";"Papers";"5"
"SORGINE MHF";"Zika";"Papers with International Affiliations";"PapersINTL";"1"
"SORGINE MHF";"Zika";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.2"
"SORGINE MHF";"Zika";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"SORGINE MHF";"Zika";"Percentage of Zika-related papers";"PercZika";"1"
"SORGINE MHF";"Zika";"Number of highly-cited Zika papers";"HighlyCited";"0"
"SORGINE MHF";"All";"Author affiliations";"Affiliation";"-;UFRJ"
"SORGINE MHF";"All";"Authos afilliation states";"State";"RJ;-"
"SORGINE MHF";"All";"Author affiliation regions";"Region";"SE"
"SORGINE MHF";"All";"CognitiveCareerNetworkCoupling";"CareerNetCoupling";"Coupled to both"
"SORGINE MHF";"All";"CognitiveCareerNetworkPivot";"CareerNetPivot";"Soft pivot"
"SANABANI SS";"Pre-Outbreak";"Most Common Journal Area";"TopField";"VIROLOGY"
"SANABANI SS";"Pre-Outbreak";"Total Citations";"Citations";"782"
"SANABANI SS";"Pre-Outbreak";"Citations per Paper";"CitationRate";"17.38"
"SANABANI SS";"Pre-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"8.4"
"SANABANI SS";"Pre-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"3.66666666666667"
"SANABANI SS";"Pre-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0.416666666666667"
"SANABANI SS";"Pre-Outbreak";"Total Papers";"Papers";"36"
"SANABANI SS";"Pre-Outbreak";"Papers with International Affiliations";"PapersINTL";"9"
"SANABANI SS";"Pre-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.25"
"SANABANI SS";"Pre-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"18"
"SANABANI SS";"Pre-Outbreak";"Percentage of Zika-related papers";"PercZika";"0"
"SANABANI SS";"Pre-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"SANABANI SS";"Post-Outbreak";"Most Common Journal Area";"TopField";"SCIENCE & TECHNOLOGY - OTHER TOPICS"
"SANABANI SS";"Post-Outbreak";"Total Citations";"Citations";"168"
"SANABANI SS";"Post-Outbreak";"Citations per Paper";"CitationRate";"6.22"
"SANABANI SS";"Post-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"8.22"
"SANABANI SS";"Post-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"3.88888888888889"
"SANABANI SS";"Post-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"1.07407407407407"
"SANABANI SS";"Post-Outbreak";"Total Papers";"Papers";"27"
"SANABANI SS";"Post-Outbreak";"Papers with International Affiliations";"PapersINTL";"9"
"SANABANI SS";"Post-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.33"
"SANABANI SS";"Post-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"SANABANI SS";"Post-Outbreak";"Percentage of Zika-related papers";"PercZika";"0.19"
"SANABANI SS";"Post-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"1"
"SANABANI SS";"Zika";"Most Common Journal Area";"TopField";"INFECTIOUS DISEASES"
"SANABANI SS";"Zika";"Frequency of MeSH Category - Vector & Transmission";"MeSHCat - Frequency of MeSH Category - Vector & Transmission";"0"
"SANABANI SS";"Zika";"Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCat - Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"4"
"SANABANI SS";"Zika";"Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCat - Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"0"
"SANABANI SS";"Zika";"Frequency of MeSH Category - Virus Characterization";"MeSHCat - Frequency of MeSH Category - Virus Characterization";"3"
"SANABANI SS";"Zika";"Frequency of MeSH Category - Related Diseases";"MeSHCat - Frequency of MeSH Category - Related Diseases";"1"
"SANABANI SS";"Zika";"Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCat - Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"0"
"SANABANI SS";"Zika";"Frequency of MeSH Category - Clinical manifestations";"MeSHCat - Frequency of MeSH Category - Clinical manifestations";"0"
"SANABANI SS";"Zika";"Citations from papers in MeSH Category - Vector & Transmission";"MeSHCatCites - Vector & Transmission";"0"
"SANABANI SS";"Zika";"Citations from papers in MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCatCites - Epidemiology, Outbreaks & Surveillance";"82"
"SANABANI SS";"Zika";"Citations from papers in MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCatCites - Microcephaly, Fetal infections & Pregnancy Complications";"0"
"SANABANI SS";"Zika";"Citations from papers in MeSH Category - Virus Characterization";"MeSHCatCites - Virus Characterization";"16"
"SANABANI SS";"Zika";"Citations from papers in MeSH Category - Related Diseases";"MeSHCatCites - Related Diseases";"66"
"SANABANI SS";"Zika";"Citations from papers in MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCatCites - Treatments, Vaccines & Diagnostic Tests";"0"
"SANABANI SS";"Zika";"Citations from papers in MeSH Category - Clinical manifestations";"MeSHCatCites - Clinical manifestations";"0"
"SANABANI SS";"Zika";"Total Citations";"Citations";"83"
"SANABANI SS";"Zika";"Citations per Paper";"CitationRate";"16.6"
"SANABANI SS";"Zika";"Number of Authors per Paper";"AvgAuthorNumber";"11.2"
"SANABANI SS";"Zika";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"1.8"
"SANABANI SS";"Zika";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"4.2"
"SANABANI SS";"Zika";"Total Papers";"Papers";"5"
"SANABANI SS";"Zika";"Papers with International Affiliations";"PapersINTL";"4"
"SANABANI SS";"Zika";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.8"
"SANABANI SS";"Zika";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"SANABANI SS";"Zika";"Percentage of Zika-related papers";"PercZika";"1"
